termin,pojazd,kto,lotnisko_z,lotnisko_do,latitude_deg_z,longitude_deg_z,iso_country_z,city_z,latitude_deg_do,longitude_deg_do,iso_country_do,city_do
06.2015,EMB,EK,LZIB,EPWA,48.17020034790039,17.21269989013672,SK,Bratislava,52.1656990051,20.967100143399996,PL,Warsaw
06.2015,EMB,EK,EPWA,EBBR,52.1656990051,20.967100143399996,PL,Warsaw,50.901401519800004,4.48443984985,BE,Brussels
06.2015,EMB,EK,EBBR,EPWA,50.901401519800004,4.48443984985,BE,Brussels,52.1656990051,20.967100143399996,PL,Warsaw
07.2015,CASA,EK,EPWA,EPKT,52.1656990051,20.967100143399996,PL,Warsaw,50.4743,19.08,PL,Katowice
07.2015,CASA,EK,EPKT,EPWA,50.4743,19.08,PL,Katowice,52.1656990051,20.967100143399996,PL,Warsaw
07.2015,EMB,EK,EPWA,LEMD,52.1656990051,20.967100143399996,PL,Warsaw,40.471926,-3.56264,ES,Madrid
07.2015,EMB,EK,LEMD,EPWA,40.471926,-3.56264,ES,Madrid,52.1656990051,20.967100143399996,PL,Warsaw
09.2015,EMB,EK,EPWA,EPKT,52.1656990051,20.967100143399996,PL,Warsaw,50.4743,19.08,PL,Katowice
09.2015,EMB,EK,EPKT,EPWA,50.4743,19.08,PL,Katowice,52.1656990051,20.967100143399996,PL,Warsaw
09.2015,EMB,EK,EPWA,EPGD,52.1656990051,20.967100143399996,PL,Warsaw,54.377601623535156,18.46619987487793,PL,Gdańsk
09.2015,EMB,EK,EPGD,LKPR,54.377601623535156,18.46619987487793,PL,Gdańsk,50.1008,14.26,CZ,Prague
09.2015,EMB,EK,LKPR,EPWA,50.1008,14.26,CZ,Prague,52.1656990051,20.967100143399996,PL,Warsaw
09.2015,EMB,EK,EPWA,EPKK,52.1656990051,20.967100143399996,PL,Warsaw,50.077702,19.7848,PL,Kraków
09.2015,EMB,EK,EPKK,EPWA,50.077702,19.7848,PL,Kraków,52.1656990051,20.967100143399996,PL,Warsaw
09.2015,EMB,EK,EPWA,UKBB,52.1656990051,20.967100143399996,PL,Warsaw,50.345001220703125,30.894699096679688,UA,Kiev
09.2015,EMB,EK,UKBB,EPWA,50.345001220703125,30.894699096679688,UA,Kiev,52.1656990051,20.967100143399996,PL,Warsaw
